date,apprehended,cbp_custody,transferred_out,hhs_care,discharged,apprehended_outlier,cbp_custody_outlier,transferred_out_outlier,hhs_care_outlier,discharged_outlier,day,month,year,quarter,week_number,day_of_week,is_weekend,day_of_year,month_sin,month_cos,dow_sin,dow_cos,apprehended_lag_1,apprehended_lag_3,apprehended_lag_7,apprehended_lag_14,apprehended_lag_30,cbp_custody_lag_1,cbp_custody_lag_3,cbp_custody_lag_7,cbp_custody_lag_14,cbp_custody_lag_30,transferred_out_lag_1,transferred_out_lag_3,transferred_out_lag_7,transferred_out_lag_14,transferred_out_lag_30,hhs_care_lag_1,hhs_care_lag_3,hhs_care_lag_7,hhs_care_lag_14,hhs_care_lag_30,discharged_lag_1,discharged_lag_3,discharged_lag_7,discharged_lag_14,discharged_lag_30,apprehended_roll_3_mean,apprehended_roll_3_std,apprehended_roll_3_max,apprehended_roll_3_min,apprehended_roll_7_mean,apprehended_roll_7_std,apprehended_roll_7_max,apprehended_roll_7_min,apprehended_roll_14_mean,apprehended_roll_14_std,apprehended_roll_14_max,apprehended_roll_14_min,apprehended_roll_30_mean,apprehended_roll_30_std,apprehended_roll_30_max,apprehended_roll_30_min,cbp_custody_roll_3_mean,cbp_custody_roll_3_std,cbp_custody_roll_3_max,cbp_custody_roll_3_min,cbp_custody_roll_7_mean,cbp_custody_roll_7_std,cbp_custody_roll_7_max,cbp_custody_roll_7_min,cbp_custody_roll_14_mean,cbp_custody_roll_14_std,cbp_custody_roll_14_max,cbp_custody_roll_14_min,cbp_custody_roll_30_mean,cbp_custody_roll_30_std,cbp_custody_roll_30_max,cbp_custody_roll_30_min,transferred_out_roll_3_mean,transferred_out_roll_3_std,transferred_out_roll_3_max,transferred_out_roll_3_min,transferred_out_roll_7_mean,transferred_out_roll_7_std,transferred_out_roll_7_max,transferred_out_roll_7_min,transferred_out_roll_14_mean,transferred_out_roll_14_std,transferred_out_roll_14_max,transferred_out_roll_14_min,transferred_out_roll_30_mean,transferred_out_roll_30_std,transferred_out_roll_30_max,transferred_out_roll_30_min,hhs_care_roll_3_mean,hhs_care_roll_3_std,hhs_care_roll_3_max,hhs_care_roll_3_min,hhs_care_roll_7_mean,hhs_care_roll_7_std,hhs_care_roll_7_max,hhs_care_roll_7_min,hhs_care_roll_14_mean,hhs_care_roll_14_std,hhs_care_roll_14_max,hhs_care_roll_14_min,hhs_care_roll_30_mean,hhs_care_roll_30_std,hhs_care_roll_30_max,hhs_care_roll_30_min,discharged_roll_3_mean,discharged_roll_3_std,discharged_roll_3_max,discharged_roll_3_min,discharged_roll_7_mean,discharged_roll_7_std,discharged_roll_7_max,discharged_roll_7_min,discharged_roll_14_mean,discharged_roll_14_std,discharged_roll_14_max,discharged_roll_14_min,discharged_roll_30_mean,discharged_roll_30_std,discharged_roll_30_max,discharged_roll_30_min,apprehended_daily_growth,apprehended_pct_change,apprehended_momentum,apprehended_velocity,apprehended_roc_7,cbp_custody_daily_growth,cbp_custody_pct_change,cbp_custody_momentum,cbp_custody_velocity,cbp_custody_roc_7,transferred_out_daily_growth,transferred_out_pct_change,transferred_out_momentum,transferred_out_velocity,transferred_out_roc_7,hhs_care_daily_growth,hhs_care_pct_change,hhs_care_momentum,hhs_care_velocity,hhs_care_roc_7,discharged_daily_growth,discharged_pct_change,discharged_momentum,discharged_velocity,discharged_roc_7,transfer_efficiency_ratio,discharge_effectiveness,pipeline_throughput,backlog_accumulation,cumulative_backlog,net_hhs_flow,cbp_processing_rate,custody_change,hhs_care_change,anomaly_label,anomaly_score,is_anomaly,anomaly_type
2023-08-21,143,203,163,9668,281,False,False,False,False,False,21,8,2023,3,34,0,0,233,-0.8660254037844385,-0.5000000000000004,0.0,1.0,105.0,148.0,156.0,110.0,107.0,210.0,245.0,256.0,272.0,215.0,149.0,175.0,176.0,193.0,230.0,9483.0,9634.0,8493.0,7754.0,6193.0,390.0,288.0,202.0,259.0,167.0,122.33333333333333,19.218047073865925,143.0,105.0,128.57142857142858,16.008926081587166,148.0,105.0,128.92857142857142,26.773880169685075,167.0,84.0,128.7,31.257716288721518,202.0,84.0,210.66666666666666,8.020806277009719,219.0,203.0,211.85714285714286,35.31019008458516,245.0,139.0,225.92857142857142,38.186715945800884,277.0,139.0,231.56666666666666,42.36107788454164,313.0,139.0,174.0,31.953090617340933,210.0,149.0,170.85714285714286,24.354524367001318,210.0,139.0,173.21428571428572,23.968500390909306,229.0,139.0,176.13333333333333,22.607190393130725,229.0,139.0,9615.0,115.05216208310873,9694.0,9483.0,9286.57142857143,425.01131637599264,9694.0,8725.0,8709.0,694.9485869195864,9694.0,7671.0,7720.733333333334,1107.8596616381737,9694.0,6214.0,359.3333333333333,68.36909633257798,407.0,281.0,311.0,74.23610981186941,407.0,207.0,286.0,72.04058685106703,407.0,168.0,242.86666666666667,70.61050685387369,407.0,136.0,38.0,0.36190476190476195,52.0,4.552884662489258,-0.08333333333333337,-7.0,-0.033333333333333326,2.0,-4.400335426790102,-0.20703125,14.0,0.09395973154362425,75.0,-2.001051232346931,-0.07386363636363635,185.0,0.019508594326689943,396.0,128.64179801978318,0.1383492287766397,-109.0,-0.2794871794871795,-92.0,-12.063692342687512,0.391089108910891,0.8029556650246306,0.029064956557716178,1.965034965034965,-138,-19631,-118,0.8029556650246306,-7.0,185.0,1,0.1577320503552075,0,normal
2023-08-22,119,209,152,9921,230,False,False,False,False,False,22,8,2023,3,34,1,0,234,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,143.0,119.0,125.0,166.0,101.0,203.0,219.0,232.0,277.0,162.0,163.0,210.0,192.0,229.0,178.0,9668.0,9694.0,8725.0,7671.0,6239.0,281.0,407.0,207.0,305.0,205.0,122.33333333333333,19.218047073865925,143.0,105.0,127.71428571428571,16.38814902822879,148.0,105.0,125.57142857142857,24.628670864896968,167.0,84.0,129.3,30.878125278093794,202.0,84.0,207.33333333333334,3.785938897198215,210.0,203.0,208.57142857142858,34.17531830067417,245.0,139.0,221.07142857142858,35.4150430569452,276.0,139.0,233.13333333333333,40.52903032211045,313.0,139.0,154.66666666666666,7.371114795832069,163.0,149.0,165.14285714285714,23.233801320694976,210.0,139.0,167.71428571428572,18.36145030063985,210.0,139.0,175.26666666666668,23.027619598382596,229.0,139.0,9690.666666666666,219.87799647379762,9921.0,9483.0,9457.42857142857,401.37258548758666,9921.0,8888.0,8869.714285714286,696.6010257033652,9921.0,7800.0,7843.466666666666,1141.489853243322,9921.0,6214.0,300.3333333333333,81.73330614463937,390.0,230.0,314.2857142857143,69.20432136245559,407.0,230.0,280.64285714285717,73.29666499166984,407.0,168.0,243.7,70.29501870810219,407.0,136.0,-24.0,-0.1678321678321678,-62.0,-2.585336503133058,-0.04800000000000004,6.0,0.029556650246305383,13.0,-1.800251570092576,-0.09913793103448276,-11.0,-0.06748466257668717,-25.0,-4.2507884242601985,-0.20833333333333337,253.0,0.02616880430285473,68.0,159.73134851483738,0.1370773638968481,-51.0,-0.18149466192170816,58.0,-21.797769257015634,0.11111111111111116,0.7272727272727273,0.023183146860195545,1.9327731092436975,-111,-19742,-78,0.7272727272727273,6.0,253.0,1,0.1403640711732524,0,normal
2023-08-23,155,212,181,10071,285,False,False,False,False,False,23,8,2023,3,34,2,0,235,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,119.0,105.0,118.0,136.0,99.0,209.0,210.0,139.0,276.0,190.0,152.0,149.0,168.0,178.0,176.0,9921.0,9483.0,8888.0,7800.0,6214.0,230.0,390.0,251.0,220.0,196.0,139.0,18.33030277982318,155.0,119.0,133.0,18.55622087962256,155.0,105.0,126.92857142857143,25.74569205402441,167.0,84.0,131.16666666666666,30.67525491936157,202.0,84.0,208.0,4.582575694954216,212.0,203.0,219.0,15.373136743467205,245.0,203.0,216.5,31.716896734415002,256.0,139.0,233.86666666666667,39.91606135408355,313.0,139.0,165.33333333333334,14.640127503998535,181.0,152.0,167.0,24.006943440041198,210.0,139.0,167.92857142857142,18.507646177539087,210.0,139.0,175.43333333333334,23.051192404393444,229.0,139.0,9886.666666666666,203.68194159849207,10071.0,9668.0,9626.42857142857,369.4350899878431,10071.0,8914.0,9031.92857142857,692.7480909987476,10071.0,8103.0,7972.033333333334,1168.5215381230498,10071.0,6346.0,265.3333333333333,30.664855018952125,285.0,230.0,319.14285714285717,65.09333957589504,407.0,230.0,285.2857142857143,71.18818892034142,407.0,168.0,246.66666666666666,70.09025380294284,407.0,136.0,36.0,0.3025210084033614,60.0,7.060997622650209,0.31355932203389836,3.0,0.014354066985645897,-3.0,-0.6001886775694317,0.525179856115108,29.0,0.19078947368421062,40.0,4.061908681804852,0.07738095238095233,150.0,0.015119443604475258,-103.0,157.298511386128,0.13310081008100805,55.0,0.23913043478260865,106.0,-2.59832694276172,0.1354581673306774,0.8537735849056604,0.02829907655644921,1.8387096774193548,-130,-19872,-104,0.8537735849056604,3.0,150.0,1,0.14938949354384506,0,normal
2023-08-24,109,214,173,10026,443,False,False,False,False,False,24,8,2023,3,34,3,0,236,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,155.0,143.0,142.0,87.0,167.0,212.0,203.0,235.0,246.0,239.0,181.0,163.0,139.0,173.0,166.0,10071.0,9668.0,8914.0,8103.0,6346.0,285.0,281.0,353.0,168.0,163.0,127.66666666666667,24.193663082165273,155.0,109.0,128.28571428571428,20.022606271531423,155.0,105.0,128.5,23.712216909627564,167.0,84.0,129.23333333333332,30.162414763540003,202.0,84.0,211.66666666666666,2.5166114784206304,214.0,209.0,216.0,13.686976778432228,245.0,203.0,214.21428571428572,30.559345974245456,256.0,139.0,233.03333333333333,40.065879656431505,313.0,139.0,168.66666666666666,14.977761292440684,181.0,152.0,171.85714285714286,20.59472886791329,210.0,149.0,167.92857142857142,18.507646177539087,210.0,139.0,175.66666666666666,22.987752861234465,229.0,139.0,10006.0,76.97402159169225,10071.0,9921.0,9785.285714285714,221.49019111903624,10071.0,9483.0,9169.285714285714,684.9947140246776,10071.0,8261.0,8094.7,1184.980958671395,10071.0,6468.0,319.3333333333333,110.5727513148395,443.0,230.0,332.0,80.06247560499183,443.0,230.0,304.92857142857144,74.21223648399241,443.0,202.0,256.0,76.8787670789941,443.0,136.0,-46.0,-0.2967741935483871,-82.0,-6.204251783012347,-0.23239436619718312,2.0,0.009433962264151052,-1.0,0.04985849182292636,-0.08936170212765959,-8.0,-0.04419889502762431,-37.0,1.0464315113536384,0.24460431654676262,-45.0,-0.0044682752457551045,-195.0,106.723883539596,0.12474758806371988,158.0,0.5543859649122806,103.0,37.55125479292872,0.25495750708215303,0.8084112149532711,0.044185118691402354,4.064220183486238,-334,-20206,-270,0.8084112149532711,2.0,-45.0,1,0.05446248371784501,0,normal
2023-08-27,191,283,192,9873,488,False,False,False,False,False,27,8,2023,3,34,6,1,239,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,109.0,119.0,148.0,84.0,115.0,214.0,209.0,245.0,171.0,216.0,173.0,152.0,175.0,157.0,169.0,10026.0,9921.0,9634.0,8261.0,6498.0,443.0,230.0,288.0,271.0,143.0,151.66666666666666,41.10150037812886,191.0,109.0,134.42857142857142,30.783421635988656,191.0,105.0,136.14285714285714,25.44634518976116,191.0,105.0,131.76666666666668,32.05779622573228,202.0,84.0,236.33333333333334,40.426888741694164,283.0,212.0,221.42857142857142,27.585365340201452,283.0,203.0,222.21428571428572,32.94325791050803,283.0,139.0,235.26666666666668,40.94144964275873,313.0,139.0,182.0,9.53939201416952,192.0,173.0,174.28571428571428,21.982677162668313,210.0,149.0,170.42857142857142,19.26620910264452,210.0,139.0,176.43333333333334,23.140773589032154,229.0,139.0,9990.0,103.793063352029,10071.0,9873.0,9819.42857142857,212.52204367467854,10071.0,9483.0,9284.42857142857,655.4183296286262,10071.0,8294.0,8207.2,1188.3693376886683,10071.0,6468.0,405.3333333333333,106.61300733650336,488.0,285.0,360.57142857142856,95.86945489024261,488.0,230.0,320.42857142857144,87.9674015545742,488.0,202.0,267.5,84.78929259010863,488.0,136.0,82.0,0.7522935779816513,128.0,15.846811162740746,0.29054054054054057,69.0,0.32242990654205617,67.0,17.2873938688672,0.15510204081632661,19.0,0.10982658959537561,27.0,5.53482363351523,0.0971428571428572,-153.0,-0.015260323159784539,-108.0,41.792912654696984,0.02480797176665983,45.0,0.10158013544018063,-113.0,39.41344109469654,0.6944444444444444,0.6784452296819788,0.049427732198926363,2.554973821989529,-297,-20503,-296,0.6784452296819788,69.0,-153.0,1,0.00021490197022078217,0,normal
2023-08-28,170,297,196,10012,388,False,False,False,False,False,28,8,2023,3,35,0,0,240,-0.8660254037844385,-0.5000000000000004,0.0,1.0,191.0,155.0,119.0,167.0,84.0,283.0,212.0,219.0,209.0,158.0,192.0,181.0,210.0,157.0,193.0,9873.0,10071.0,9694.0,8294.0,6521.0,488.0,285.0,407.0,339.0,210.0,156.66666666666666,42.59499188089284,191.0,109.0,141.71428571428572,32.510071699471354,191.0,105.0,136.35714285714286,25.73715405597706,191.0,105.0,134.63333333333333,31.479038820419408,202.0,84.0,264.6666666666667,44.4334708675039,297.0,214.0,232.57142857142858,39.58474934810603,297.0,203.0,228.5,38.20340298978626,297.0,139.0,239.9,39.74344448220763,313.0,139.0,187.0,12.288205727444558,196.0,173.0,172.28571428571428,18.562635280892433,196.0,149.0,173.21428571428572,19.981447439018286,210.0,139.0,176.53333333333333,23.22117543333551,229.0,139.0,9970.333333333334,84.58329228241011,10026.0,9873.0,9864.857142857143,215.21263018354597,10071.0,9483.0,9407.142857142857,615.3197864203877,10071.0,8298.0,8323.566666666668,1188.4824482864858,10071.0,6468.0,439.6666666666667,50.083264004388816,488.0,388.0,357.85714285714283,94.59638571571365,488.0,230.0,323.92857142857144,89.7204755686443,488.0,202.0,273.43333333333334,86.83026777742232,488.0,136.0,-21.0,-0.10994764397905754,-103.0,6.635108372055559,0.4285714285714286,14.0,0.04946996466431086,-55.0,16.4655454016504,0.3561643835616439,4.0,0.02083333333333326,-15.0,5.151117725136422,-0.06666666666666665,139.0,0.014078800769776079,292.0,66.09468449102275,0.032803796162574894,-100.0,-0.20491803278688525,-145.0,4.560080821022397,-0.04668304668304668,0.6599326599326599,0.03875349580503396,2.2823529411764705,-218,-20721,-192,0.6599326599326599,14.0,139.0,1,0.10415557285381433,0,normal
2023-08-29,152,272,214,10180,286,False,False,False,False,False,29,8,2023,3,35,1,0,241,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,170.0,109.0,105.0,109.0,130.0,297.0,214.0,210.0,245.0,227.0,196.0,173.0,149.0,159.0,192.0,10012.0,10026.0,9483.0,8298.0,6604.0,388.0,443.0,390.0,322.0,226.0,171.0,19.51922129594299,191.0,152.0,148.42857142857142,28.236248233179275,191.0,109.0,139.42857142857142,24.768821237485312,191.0,105.0,135.36666666666667,31.623303643568523,202.0,84.0,284.0,12.529964086141014,297.0,272.0,241.42857142857142,40.615502552831266,297.0,203.0,230.42857142857142,39.750596097541745,297.0,139.0,241.4,40.08749052449779,313.0,139.0,200.66666666666666,11.718930554164686,214.0,192.0,181.57142857142858,21.062265965917607,214.0,152.0,177.14285714285714,22.249830225306276,214.0,139.0,177.26666666666668,24.058740376539756,229.0,139.0,10021.666666666666,153.7281149735848,10180.0,9873.0,9964.42857142857,164.31560804641688,10180.0,9668.0,9541.57142857143,557.201484658366,10180.0,8493.0,8442.766666666666,1189.3985928374302,10180.0,6468.0,387.3333333333333,101.00165015153624,488.0,286.0,343.0,96.84695830707972,488.0,230.0,321.35714285714283,90.29405563776858,488.0,202.0,275.43333333333334,86.3899273077012,488.0,136.0,-18.0,-0.10588235294117643,3.0,0.4763312790416673,0.4476190476190476,-25.0,-0.08417508417508412,-39.0,6.0991590512377964,0.2952380952380953,18.0,0.09183673469387754,14.0,8.363338293852317,0.43624161073825496,168.0,0.016779864163004365,29.0,91.57101336826706,0.07349994727406939,-102.0,-0.2628865979381443,-2.0,-22.079939384233207,-0.2666666666666667,0.7867647058823529,0.028094302554027506,1.881578947368421,-134,-20855,-72,0.7867647058823529,-25.0,168.0,1,0.1444267158621485,0,normal
2023-08-30,239,367,224,10280,366,False,False,False,False,False,30,8,2023,3,35,2,0,242,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,152.0,191.0,143.0,156.0,88.0,272.0,283.0,203.0,256.0,214.0,214.0,192.0,163.0,176.0,160.0,10180.0,9873.0,9668.0,8493.0,6468.0,286.0,488.0,281.0,202.0,218.0,187.0,45.923850012820076,239.0,152.0,162.14285714285714,44.047052763412694,239.0,109.0,145.35714285714286,36.292841300597125,239.0,105.0,140.4,35.59213396243616,239.0,84.0,312.0,49.24428900898036,367.0,272.0,264.85714285714283,58.23352004767392,367.0,209.0,238.35714285714286,53.82251050780379,367.0,139.0,246.5,45.80600020927817,367.0,139.0,211.33333333333334,14.189197769195221,224.0,196.0,190.28571428571428,24.445274156192884,224.0,152.0,180.57142857142858,25.518362274778138,224.0,139.0,179.4,25.281313802613248,229.0,139.0,10157.333333333334,135.43017881303902,10280.0,10012.0,10051.857142857143,141.54319549353713,10280.0,9873.0,9669.214285714286,500.29470984939496,10280.0,8725.0,8569.833333333334,1174.686255495719,10280.0,6632.0,346.6666666666667,53.67805262240176,388.0,286.0,355.14285714285717,93.0312287557754,488.0,230.0,333.07142857142856,84.03979303393585,488.0,207.0,280.3666666666667,87.21890151572197,488.0,136.0,87.0,0.5723684210526316,105.0,22.107248459281255,0.6713286713286712,95.0,0.34926470588235303,120.0,28.324369288428354,0.8078817733990147,10.0,0.04672897196261672,-8.0,8.772503720389237,0.3742331288343559,100.0,0.00982318271119853,-68.0,93.67826002620029,0.06330161357054198,80.0,0.2797202797202798,182.0,3.4400454618251013,0.302491103202847,0.6103542234332425,0.035603112840466924,1.5313807531380754,-127,-20982,-142,0.6103542234332425,95.0,100.0,1,0.06183783006338539,0,normal
2023-08-31,113,280,237,10140,505,False,False,False,False,False,31,8,2023,3,35,3,0,243,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,239.0,170.0,119.0,125.0,113.0,367.0,297.0,209.0,232.0,208.0,224.0,196.0,152.0,192.0,159.0,10280.0,10012.0,9921.0,8725.0,6632.0,366.0,388.0,230.0,207.0,160.0,168.0,64.50581369148051,239.0,113.0,161.28571428571428,45.0729567320742,239.0,109.0,144.5,36.946426911657646,239.0,105.0,140.4,35.59213396243616,239.0,84.0,306.3333333333333,52.690922684399034,367.0,272.0,275.0,52.81413952090209,367.0,212.0,241.78571428571428,54.904362403993225,367.0,139.0,248.9,45.605013336027966,367.0,139.0,225.0,11.532562594670848,237.0,214.0,202.42857142857142,23.344215149633616,237.0,173.0,183.78571428571428,29.57956303684278,237.0,139.0,182.0,27.05932180509554,237.0,139.0,10200.0,72.11102550926817,10280.0,10140.0,10083.142857142857,131.65666025887916,10280.0,9873.0,9770.285714285714,433.31591399194605,10280.0,8888.0,8686.766666666666,1149.4641835200343,10280.0,6874.0,385.6666666666667,110.8166654133453,505.0,286.0,394.42857142857144,89.36975092810889,505.0,285.0,354.35714285714283,87.3266257245722,505.0,230.0,291.8666666666667,93.33134644847392,505.0,136.0,-126.0,-0.5271966527196652,-213.0,-14.919563655539068,-0.050420168067226934,-87.0,-0.23705722070844681,-182.0,-0.5067230336787426,0.3397129186602872,13.0,0.05803571428571419,3.0,9.829377790291927,0.5592105263157894,-140.0,-0.013618677042801508,-240.0,35.25869501965021,0.022074387662534,139.0,0.3797814207650274,59.0,37.330034096368834,1.1956521739130435,0.8464285714285714,0.04980276134122288,4.469026548672566,-392,-21374,-268,0.8464285714285714,-87.0,-140.0,-1,-0.031369044708828286,1,operational_anomaly
2023-09-04,196,306,187,9988,293,False,False,False,False,False,4,9,2023,3,36,0,0,247,-1.0,-1.8369701987210297e-16,0.0,1.0,113.0,152.0,155.0,118.0,174.0,280.0,272.0,212.0,139.0,285.0,237.0,214.0,181.0,168.0,150.0,10140.0,10180.0,10071.0,8888.0,6874.0,505.0,286.0,285.0,251.0,181.0,182.66666666666666,64.04946005497102,239.0,113.0,167.14285714285714,46.75264189122929,239.0,109.0,150.07142857142858,38.49168598684513,239.0,105.0,141.13333333333333,36.52276883915242,239.0,84.0,317.6666666666667,44.657959350303024,367.0,280.0,288.42857142857144,45.580906612517246,367.0,214.0,253.71428571428572,48.639060864270995,367.0,203.0,249.6,46.333573140865994,367.0,139.0,216.0,25.942243542145718,237.0,187.0,203.28571428571428,22.521946968193003,237.0,173.0,185.14285714285714,29.233429607102423,237.0,139.0,183.23333333333332,26.385318976113567,237.0,139.0,10136.0,146.04109010822376,10280.0,9988.0,10071.285714285714,136.57807814073627,10280.0,9873.0,9848.857142857143,353.3855721975039,10280.0,8914.0,8790.566666666668,1120.3543369085785,10280.0,7001.0,388.0,107.69865365917991,505.0,293.0,395.57142857142856,87.77406060041629,505.0,286.0,357.35714285714283,84.16705653991566,505.0,230.0,295.6,90.95341740655509,505.0,136.0,83.0,0.7345132743362832,209.0,9.560327258345703,0.26451612903225796,26.0,0.09285714285714275,113.0,6.119957724740945,0.44339622641509435,-50.0,-0.21097046413502107,-63.0,-5.127966657281058,0.03314917127071815,-152.0,-0.014990138067061176,-12.0,-11.555978735262352,-0.008241485453281738,-212.0,-0.41980198019801984,-351.0,-25.00247442772339,0.02807017543859658,0.6111111111111112,0.02933520224269123,1.4948979591836735,-97,-21471,-106,0.6111111111111112,26.0,-152.0,1,0.12217294361828307,0,normal
2023-09-05,236,330,222,10142,243,False,False,False,False,False,5,9,2023,3,36,1,0,248,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,196.0,239.0,109.0,142.0,104.0,306.0,367.0,214.0,235.0,230.0,187.0,224.0,173.0,139.0,206.0,9988.0,10280.0,10026.0,8914.0,7001.0,293.0,366.0,443.0,353.0,226.0,181.66666666666666,62.740205078827465,236.0,113.0,185.28571428571428,45.039665058384166,239.0,113.0,156.78571428571428,44.676923266127815,239.0,105.0,145.53333333333333,39.707320035074375,239.0,84.0,305.3333333333333,25.00666577801444,330.0,280.0,305.0,33.49626844888788,367.0,272.0,260.5,52.315242667741046,367.0,203.0,252.93333333333334,48.424796535867955,367.0,139.0,215.33333333333334,25.65800719723444,237.0,187.0,210.28571428571428,18.856601723837485,237.0,187.0,191.07142857142858,27.521919336340776,237.0,149.0,183.76666666666668,27.01555533179082,237.0,139.0,10090.0,88.34025130142163,10142.0,9988.0,10087.857142857143,137.2035332047076,10280.0,9873.0,9936.57142857143,236.597585749332,10280.0,9483.0,8895.266666666666,1093.8004272775806,10280.0,7052.0,347.0,139.0970883951206,505.0,243.0,367.0,101.27520262466297,505.0,243.0,349.5,89.56626253570784,505.0,230.0,296.1666666666667,90.55692944918337,505.0,136.0,40.0,0.20408163265306123,-43.0,17.170245443759278,1.165137614678899,24.0,0.07843137254901955,-2.0,10.589968293555708,0.5420560747663552,35.0,0.1871657754010696,85.0,4.904025007039208,0.2832369942196531,154.0,0.01541850220264318,306.0,29.833015948553246,0.01156991821264719,-50.0,-0.1706484641638225,162.0,-31.251855820792542,-0.4514672686230248,0.6727272727272727,0.023959771248274503,1.0296610169491525,-7,-21478,-21,0.6727272727272727,24.0,154.0,1,0.08381635345257177,0,normal
2023-09-06,81,230,242,10356,291,False,False,False,False,False,6,9,2023,3,36,2,0,249,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,236.0,113.0,191.0,148.0,147.0,330.0,280.0,283.0,245.0,276.0,222.0,237.0,192.0,175.0,214.0,10142.0,10140.0,9873.0,9634.0,7116.0,243.0,505.0,488.0,288.0,281.0,171.0,80.46738469715537,236.0,81.0,169.57142857142858,59.56189257922428,239.0,81.0,152.0,49.063538083089455,239.0,81.0,143.33333333333334,41.41491762998996,239.0,81.0,288.6666666666667,52.204725201204916,330.0,230.0,297.42857142857144,43.725877703624725,367.0,230.0,259.42857142857144,52.80838261796409,367.0,203.0,251.4,48.397492098034256,367.0,139.0,217.0,27.83882181415013,242.0,187.0,217.42857142857142,20.19783109525334,242.0,187.0,195.85714285714286,30.206614514697996,242.0,149.0,184.7,28.536908949880797,242.0,139.0,10162.0,184.81341942618326,10356.0,9988.0,10156.857142857143,132.51343148472108,10356.0,9988.0,9988.142857142857,244.13988964173967,10356.0,9483.0,9003.266666666666,1071.795365611878,10356.0,7052.0,275.6666666666667,28.307831660749688,293.0,243.0,338.85714285714283,88.62924380328859,505.0,243.0,349.7142857142857,89.41126118321776,505.0,230.0,296.5,90.51757306999987,505.0,136.0,-155.0,-0.6567796610169492,-195.0,-25.87231591718055,-0.5759162303664922,-100.0,-0.303030303030303,-124.0,-17.057523779833225,-0.1872791519434629,20.0,0.09009009009009006,-15.0,8.678018755279407,0.26041666666666674,214.0,0.021100374679550393,60.0,75.87476196141495,0.048921300516560295,48.0,0.19753086419753085,98.0,-11.438891865594401,-0.4036885245901639,1.0521739130434782,0.02809965237543453,3.5925925925925926,-210,-21688,-49,1.0521739130434782,-100.0,214.0,1,0.09624271756799818,0,normal
2023-09-07,118,245,160,10419,398,False,False,False,False,False,7,9,2023,3,36,3,0,250,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,81.0,196.0,170.0,119.0,108.0,230.0,306.0,297.0,219.0,220.0,242.0,187.0,196.0,210.0,213.0,10356.0,9988.0,10012.0,9694.0,7052.0,291.0,293.0,388.0,407.0,276.0,145.0,80.95060222135469,236.0,81.0,162.14285714285714,62.661600605763304,239.0,81.0,151.92857142857142,49.11597622850554,239.0,81.0,143.66666666666666,41.16018609700681,239.0,81.0,268.3333333333333,53.92896562454466,330.0,230.0,290.0,48.01735797257732,367.0,230.0,261.2857142857143,51.72327042344404,367.0,203.0,252.23333333333332,48.052186669059495,367.0,139.0,208.0,42.75511665286391,242.0,160.0,212.28571428571428,29.15884248796748,242.0,160.0,192.28571428571428,31.340385770117514,242.0,149.0,182.93333333333334,28.364539947560864,242.0,139.0,10305.666666666666,145.19756655444235,10419.0,10142.0,10215.0,146.87296097891357,10419.0,9988.0,10039.92857142857,253.6546605390529,10419.0,9483.0,9115.5,1036.1164809368377,10419.0,7220.0,310.6666666666667,79.34943814125802,398.0,243.0,340.2857142857143,89.6283331053189,505.0,243.0,349.07142857142856,88.99910482325434,505.0,230.0,300.56666666666666,92.28803611083838,505.0,136.0,37.0,0.45679012345679015,192.0,-10.15423693788541,-0.3058823529411765,15.0,0.0652173913043479,115.0,-9.043142834874917,-0.17508417508417506,-82.0,-0.33884297520661155,-102.0,-13.99148593354045,-0.18367346938775508,63.0,0.006083429895712644,-151.0,72.65607147106121,0.040651218537754774,107.0,0.36769759450171824,59.0,18.170831100804204,0.025773195876288568,0.6530612244897959,0.03819944332469527,3.3728813559322033,-280,-21968,-238,0.6530612244897959,15.0,63.0,1,0.09390341764779991,0,normal
